NUMBER_OF_SALES;TOTAL_REVENUE;NUMBER_OF_UNIT_SOLD;PURCHASE_DATE;MONTH_ID;DAY_OF_WEEK;TIME_BUCKET;SPENDER_BUCKET;STORE_LOCATION;PRODUCT_CATEGORY;PRODUCT_DETAIL;PRODUCT_TYPE
3;35;10;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Hell's Kitchen;Drinking Chocolate;Dark chocolate Rg;Hot chocolate
3;25,5;10;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Lower Manhattan;Tea;Spicy Eye Opener Chai Rg;Brewed Chai tea
1;5;2;2023/06/11;202306;Sun;AFTERNOON;LOW;Hell's Kitchen;Tea;English Breakfast Rg;Brewed Black tea
2;18;6;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Astoria;Tea;Earl Grey Lg;Brewed Black tea
1;6;2;2023/06/11;202306;Sun;AFTERNOON;LOW;Lower Manhattan;Tea;Traditional Blend Chai Lg;Brewed Chai tea
4;42;14;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Lower Manhattan;Tea;Serenity Green Tea Lg;Brewed Green tea
2;18;4;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Lower Manhattan;Bakery;Scottish Cream Scone ;Scone
3;20;8;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Astoria;Tea;Lemon Grass Rg;Brewed herbal tea
1;10,2;4;2023/06/11;202306;Sun;AFTERNOON;HIGH;Astoria;Tea;Spicy Eye Opener Chai Rg;Brewed Chai tea
1;9,5;2;2023/06/11;202306;Sun;AFTERNOON;LOW;Astoria;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate
1;8;2;2023/06/11;202306;Sun;AFTERNOON;LOW;Hell's Kitchen;Tea;Morning Sunrise Chai Lg;Brewed Chai tea
1;10;4;2023/06/11;202306;Sun;AFTERNOON;LOW;Hell's Kitchen;Coffee;Our Old Time Diner Blend Rg;Drip coffee
1;15;4;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Hell's Kitchen;Coffee;Cappuccino;Barista Espresso
2;4,8;6;2023/06/11;202306;Sun;AFTERNOON;LOW;Hell's Kitchen;Flavours;Chocolate syrup;Regular syrup
2;12;4;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Astoria;Coffee;Ethiopia Rg;Gourmet brewed coffee
2;15;6;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Hell's Kitchen;Tea;Serenity Green Tea Rg;Brewed Green tea
6;60;20;2023/06/11;202306;Sun;AFTERNOON;HIGH;Hell's Kitchen;Tea;Lemon Grass Lg;Brewed herbal tea
1;24;2;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Hell's Kitchen;Branded;I Need My Bean! Diner mug;Housewares
2;15;6;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Astoria;Tea;Serenity Green Tea Rg;Brewed Green tea
2;14;4;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Astoria;Bakery;Ginger Biscotti;Biscotti
3;16;8;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Lower Manhattan;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee
1;7;2;2023/06/11;202306;Sun;AFTERNOON;LOW;Lower Manhattan;Bakery;Ginger Biscotti;Biscotti
1;6;2;2023/06/11;202306;Sun;AFTERNOON;LOW;Hell's Kitchen;Tea;English Breakfast Lg;Brewed Black tea
3;18;6;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Hell's Kitchen;Bakery;Oatmeal Scone;Scone
3;30;8;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Hell's Kitchen;Drinking Chocolate;Sustainably Grown Organic Rg;Hot chocolate
2;18;6;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Lower Manhattan;Coffee;Espresso shot;Barista Espresso
1;6;2;2023/06/11;202306;Sun;AFTERNOON;LOW;Hell's Kitchen;Tea;Peppermint Lg;Brewed herbal tea
2;24,8;8;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Astoria;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea
2;15;4;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Astoria;Bakery;Chocolate Croissant;Pastry
1;6;2;2023/06/11;202306;Sun;AFTERNOON;LOW;Astoria;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee
1;28;2;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Astoria;Branded;I Need My Bean! Latte cup;Housewares
3;24;8;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Astoria;Tea;Traditional Blend Chai Lg;Brewed Chai tea
3;19,5;6;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Astoria;Bakery;Hazelnut Biscotti;Biscotti
2;180;4;2023/06/11;202306;Sun;AFTERNOON;HIGH;Lower Manhattan;Coffee beans;Civet Cat;Premium Beans
1;10;4;2023/06/11;202306;Sun;AFTERNOON;LOW;Lower Manhattan;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee
2;18;6;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Astoria;Tea;Lemon Grass Lg;Brewed herbal tea
1;56;2;2023/06/11;202306;Sun;AFTERNOON;HIGH;Astoria;Branded;I Need My Bean! T-shirt;Clothing
2;17,6;8;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Lower Manhattan;Coffee;Ethiopia Sm;Gourmet brewed coffee
3;25;10;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Astoria;Tea;Traditional Blend Chai Rg;Brewed Chai tea
3;35;10;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Hell's Kitchen;Coffee;Ethiopia Lg;Gourmet brewed coffee
1;15,2;2;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Hell's Kitchen;Packaged Chocolate;Sustainably Grown Organic;Organic Chocolate
1;6;2;2023/06/11;202306;Sun;AFTERNOON;LOW;Lower Manhattan;Tea;Earl Grey Lg;Brewed Black tea
4;36;12;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Lower Manhattan;Tea;English Breakfast Lg;Brewed Black tea
3;20,4;8;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Hell's Kitchen;Tea;Spicy Eye Opener Chai Rg;Brewed Chai tea
1;15;4;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Astoria;Coffee;Jamaican Coffee River Lg;Premium brewed coffee
1;12;4;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Hell's Kitchen;Coffee;Espresso shot;Barista Espresso
2;6,4;8;2023/06/11;202306;Sun;AFTERNOON;LOW;Hell's Kitchen;Flavours;Sugar Free Vanilla syrup;Sugar free syrup
1;8,8;4;2023/06/11;202306;Sun;AFTERNOON;LOW;Hell's Kitchen;Coffee;Ethiopia Sm;Gourmet brewed coffee
1;6;2;2023/06/11;202306;Sun;AFTERNOON;LOW;Hell's Kitchen;Coffee;Ouro Brasileiro shot;Barista Espresso
1;19;4;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Hell's Kitchen;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate
1;10;4;2023/06/11;202306;Sun;AFTERNOON;LOW;Astoria;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee
2;15;6;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Hell's Kitchen;Tea;Earl Grey Rg;Brewed Black tea
1;4,9;2;2023/06/11;202306;Sun;AFTERNOON;LOW;Lower Manhattan;Coffee;Jamaican Coffee River Sm;Premium brewed coffee
1;4,4;2;2023/06/11;202306;Sun;AFTERNOON;LOW;Lower Manhattan;Coffee;Brazilian Sm;Organic brewed coffee
2;18,6;6;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Lower Manhattan;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea
2;35,8;4;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Lower Manhattan;Loose Tea;Traditional Blend Chai;Chai tea
2;20;8;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Lower Manhattan;Tea;Peppermint Rg;Brewed herbal tea
1;6,5;2;2023/06/11;202306;Sun;AFTERNOON;LOW;Lower Manhattan;Bakery;Cranberry Scone;Scone
3;20;8;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Hell's Kitchen;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee
1;5;2;2023/06/11;202306;Sun;AFTERNOON;LOW;Lower Manhattan;Tea;Earl Grey Rg;Brewed Black tea
1;7,5;2;2023/06/11;202306;Sun;AFTERNOON;LOW;Lower Manhattan;Bakery;Almond Croissant;Pastry
2;12;4;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Hell's Kitchen;Tea;Serenity Green Tea Lg;Brewed Green tea
3;18;6;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Hell's Kitchen;Coffee;Our Old Time Diner Blend Lg;Drip coffee
1;17,9;2;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Hell's Kitchen;Loose Tea;Traditional Blend Chai;Chai tea
1;4,4;2;2023/06/11;202306;Sun;AFTERNOON;LOW;Astoria;Coffee;Ethiopia Sm;Gourmet brewed coffee
1;10;4;2023/06/11;202306;Sun;AFTERNOON;LOW;Lower Manhattan;Tea;Traditional Blend Chai Rg;Brewed Chai tea
3;45;12;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Hell's Kitchen;Coffee;Latte;Barista Espresso
1;4;2;2023/06/11;202306;Sun;AFTERNOON;LOW;Hell's Kitchen;Coffee;Our Old Time Diner Blend Sm;Drip coffee
2;34;8;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Astoria;Coffee;Latte Rg;Barista Espresso
1;3,2;4;2023/06/11;202306;Sun;AFTERNOON;LOW;Astoria;Flavours;Hazelnut syrup;Regular syrup
1;14;4;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Lower Manhattan;Drinking Chocolate;Dark chocolate Rg;Hot chocolate
3;30;10;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Astoria;Coffee;Espresso shot;Barista Espresso
1;1,6;2;2023/06/11;202306;Sun;AFTERNOON;LOW;Astoria;Flavours;Carmel syrup;Regular syrup
1;15;4;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Lower Manhattan;Coffee;Cappuccino;Barista Espresso
2;6,4;8;2023/06/11;202306;Sun;AFTERNOON;LOW;Lower Manhattan;Flavours;Hazelnut syrup;Regular syrup
1;18,5;2;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Lower Manhattan;Loose Tea;Serenity Green Tea;Green tea
2;24;8;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Hell's Kitchen;Coffee;Brazilian Rg;Organic brewed coffee
1;12,4;4;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Lower Manhattan;Coffee;Jamaican Coffee River Rg;Premium brewed coffee
1;26,66;2;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Lower Manhattan;Packaged Chocolate;Chili Mayan;Drinking Chocolate
1;36;2;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Hell's Kitchen;Coffee beans;Brazilian - Organic;Organic Beans
2;15;4;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Hell's Kitchen;Bakery;Chocolate Croissant;Pastry
1;8,8;4;2023/06/11;202306;Sun;AFTERNOON;LOW;Hell's Kitchen;Coffee;Brazilian Sm;Organic brewed coffee
1;7;2;2023/06/11;202306;Sun;AFTERNOON;LOW;Astoria;Coffee;Ethiopia Lg;Gourmet brewed coffee
3;45;12;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Lower Manhattan;Coffee;Jamaican Coffee River Lg;Premium brewed coffee
1;7;2;2023/06/11;202306;Sun;AFTERNOON;LOW;Lower Manhattan;Bakery;Croissant;Pastry
1;17;4;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Hell's Kitchen;Coffee;Latte Rg;Barista Espresso
1;1,6;2;2023/06/11;202306;Sun;AFTERNOON;LOW;Hell's Kitchen;Flavours;Carmel syrup;Regular syrup
1;10;4;2023/06/11;202306;Sun;AFTERNOON;LOW;Lower Manhattan;Tea;English Breakfast Rg;Brewed Black tea
2;28;8;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Lower Manhattan;Coffee;Brazilian Lg;Organic brewed coffee
2;22,5;6;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Lower Manhattan;Drinking Chocolate;Sustainably Grown Organic Rg;Hot chocolate
1;7;2;2023/06/11;202306;Sun;AFTERNOON;LOW;Hell's Kitchen;Bakery;Croissant;Pastry
1;3,2;4;2023/06/11;202306;Sun;AFTERNOON;LOW;Astoria;Flavours;Chocolate syrup;Regular syrup
1;7;2;2023/06/11;202306;Sun;AFTERNOON;LOW;Astoria;Bakery;Chocolate Chip Biscotti;Biscotti
4;24;12;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Hell's Kitchen;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee
1;12;4;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Hell's Kitchen;Tea;Earl Grey Lg;Brewed Black tea
2;6,4;8;2023/06/11;202306;Sun;AFTERNOON;LOW;Astoria;Flavours;Sugar Free Vanilla syrup;Sugar free syrup
1;6,5;2;2023/06/11;202306;Sun;AFTERNOON;LOW;Astoria;Bakery;Cranberry Scone;Scone
1;17;4;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Lower Manhattan;Coffee;Cappuccino Lg;Barista Espresso
1;12,4;4;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Astoria;Coffee;Jamaican Coffee River Rg;Premium brewed coffee
2;22,5;6;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Hell's Kitchen;Coffee;Jamaican Coffee River Lg;Premium brewed coffee
1;10;4;2023/06/11;202306;Sun;AFTERNOON;LOW;Lower Manhattan;Tea;Serenity Green Tea Rg;Brewed Green tea
2;28,5;6;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Lower Manhattan;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate
1;10;4;2023/06/11;202306;Sun;AFTERNOON;LOW;Hell's Kitchen;Tea;Traditional Blend Chai Rg;Brewed Chai tea
1;6,5;2;2023/06/11;202306;Sun;AFTERNOON;LOW;Hell's Kitchen;Bakery;Cranberry Scone;Scone
2;13;4;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Lower Manhattan;Bakery;Ginger Scone;Scone
1;4,8;6;2023/06/11;202306;Sun;AFTERNOON;LOW;Lower Manhattan;Flavours;Chocolate syrup;Regular syrup
1;10;4;2023/06/11;202306;Sun;AFTERNOON;LOW;Astoria;Tea;Peppermint Rg;Brewed herbal tea
1;6;2;2023/06/11;202306;Sun;AFTERNOON;LOW;Lower Manhattan;Tea;Lemon Grass Lg;Brewed herbal tea
1;10;4;2023/06/11;202306;Sun;AFTERNOON;LOW;Lower Manhattan;Coffee;Our Old Time Diner Blend Rg;Drip coffee
1;5;2;2023/06/11;202306;Sun;AFTERNOON;LOW;Hell's Kitchen;Tea;Morning Sunrise Chai Rg;Brewed Chai tea
1;6,2;2;2023/06/11;202306;Sun;AFTERNOON;LOW;Hell's Kitchen;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea
1;17;4;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Lower Manhattan;Coffee;Latte Rg;Barista Espresso
2;18;6;2023/06/11;202306;Sun;EVENING;MEDUIM;Hell's Kitchen;Tea;Earl Grey Lg;Brewed Black tea
1;10;4;2023/06/11;202306;Sun;EVENING;LOW;Lower Manhattan;Tea;English Breakfast Rg;Brewed Black tea
2;17,6;8;2023/06/11;202306;Sun;EVENING;MEDUIM;Astoria;Coffee;Ethiopia Sm;Gourmet brewed coffee
2;13;4;2023/06/11;202306;Sun;EVENING;MEDUIM;Astoria;Bakery;Hazelnut Biscotti;Biscotti
2;15;6;2023/06/11;202306;Sun;EVENING;MEDUIM;Astoria;Tea;Peppermint Rg;Brewed herbal tea
1;4;2;2023/06/11;202306;Sun;EVENING;LOW;Astoria;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee
3;21;6;2023/06/11;202306;Sun;EVENING;MEDUIM;Lower Manhattan;Coffee;Brazilian Lg;Organic brewed coffee
3;42,5;10;2023/06/11;202306;Sun;EVENING;MEDUIM;Lower Manhattan;Coffee;Latte Rg;Barista Espresso
3;9,6;12;2023/06/11;202306;Sun;EVENING;LOW;Lower Manhattan;Flavours;Sugar Free Vanilla syrup;Sugar free syrup
1;12;4;2023/06/11;202306;Sun;EVENING;MEDUIM;Lower Manhattan;Tea;English Breakfast Lg;Brewed Black tea
2;14;4;2023/06/11;202306;Sun;EVENING;MEDUIM;Lower Manhattan;Bakery;Chocolate Chip Biscotti;Biscotti
1;6;2;2023/06/11;202306;Sun;EVENING;LOW;Lower Manhattan;Tea;Lemon Grass Lg;Brewed herbal tea
2;14;4;2023/06/11;202306;Sun;EVENING;MEDUIM;Lower Manhattan;Bakery;Croissant;Pastry
1;10;4;2023/06/11;202306;Sun;EVENING;LOW;Lower Manhattan;Tea;Morning Sunrise Chai Rg;Brewed Chai tea
2;18;6;2023/06/11;202306;Sun;EVENING;MEDUIM;Hell's Kitchen;Tea;English Breakfast Lg;Brewed Black tea
1;7;2;2023/06/11;202306;Sun;EVENING;LOW;Hell's Kitchen;Bakery;Croissant;Pastry
2;9,8;4;2023/06/11;202306;Sun;EVENING;LOW;Lower Manhattan;Coffee;Jamaican Coffee River Sm;Premium brewed coffee
1;7,5;2;2023/06/11;202306;Sun;EVENING;LOW;Hell's Kitchen;Coffee;Jamaican Coffee River Lg;Premium brewed coffee
1;10;4;2023/06/11;202306;Sun;EVENING;LOW;Astoria;Tea;Serenity Green Tea Rg;Brewed Green tea
2;24;6;2023/06/11;202306;Sun;EVENING;MEDUIM;Astoria;Tea;Morning Sunrise Chai Lg;Brewed Chai tea
1;5;2;2023/06/11;202306;Sun;EVENING;LOW;Hell's Kitchen;Tea;Traditional Blend Chai Rg;Brewed Chai tea
3;22,5;6;2023/06/11;202306;Sun;EVENING;MEDUIM;Astoria;Bakery;Chocolate Croissant;Pastry
2;8,8;4;2023/06/11;202306;Sun;EVENING;LOW;Astoria;Coffee;Brazilian Sm;Organic brewed coffee
5;54;18;2023/06/11;202306;Sun;EVENING;HIGH;Astoria;Coffee;Espresso shot;Barista Espresso
1;1,6;2;2023/06/11;202306;Sun;EVENING;LOW;Astoria;Flavours;Hazelnut syrup;Regular syrup
2;24;8;2023/06/11;202306;Sun;EVENING;MEDUIM;Hell's Kitchen;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee
1;14;4;2023/06/11;202306;Sun;EVENING;MEDUIM;Lower Manhattan;Drinking Chocolate;Dark chocolate Rg;Hot chocolate
1;8;2;2023/06/11;202306;Sun;EVENING;LOW;Lower Manhattan;Tea;Morning Sunrise Chai Lg;Brewed Chai tea
5;36;12;2023/06/11;202306;Sun;EVENING;MEDUIM;Hell's Kitchen;Coffee;Ethiopia Rg;Gourmet brewed coffee
3;15;6;2023/06/11;202306;Sun;EVENING;MEDUIM;Astoria;Tea;Traditional Blend Chai Rg;Brewed Chai tea
1;6,5;2;2023/06/11;202306;Sun;EVENING;LOW;Astoria;Bakery;Cranberry Scone;Scone
2;24,8;8;2023/06/11;202306;Sun;EVENING;MEDUIM;Astoria;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea
1;6;2;2023/06/11;202306;Sun;EVENING;LOW;Lower Manhattan;Tea;Traditional Blend Chai Lg;Brewed Chai tea
3;30;12;2023/06/11;202306;Sun;EVENING;MEDUIM;Hell's Kitchen;Coffee;Our Old Time Diner Blend Rg;Drip coffee
2;15;4;2023/06/11;202306;Sun;EVENING;MEDUIM;Lower Manhattan;Coffee;Latte;Barista Espresso
1;3,2;4;2023/06/11;202306;Sun;EVENING;LOW;Lower Manhattan;Flavours;Hazelnut syrup;Regular syrup
2;12;4;2023/06/11;202306;Sun;EVENING;MEDUIM;Astoria;Coffee;Ethiopia Rg;Gourmet brewed coffee
1;12;4;2023/06/11;202306;Sun;EVENING;MEDUIM;Lower Manhattan;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee
1;5;2;2023/06/11;202306;Sun;EVENING;LOW;Astoria;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee
1;6,5;2;2023/06/11;202306;Sun;EVENING;LOW;Astoria;Bakery;Ginger Scone;Scone
5;45;18;2023/06/11;202306;Sun;EVENING;MEDUIM;Hell's Kitchen;Tea;English Breakfast Rg;Brewed Black tea
1;7,5;2;2023/06/11;202306;Sun;EVENING;LOW;Lower Manhattan;Drinking Chocolate;Sustainably Grown Organic Rg;Hot chocolate
1;6,5;2;2023/06/11;202306;Sun;EVENING;LOW;Lower Manhattan;Bakery;Ginger Scone;Scone
4;35;10;2023/06/11;202306;Sun;EVENING;MEDUIM;Astoria;Drinking Chocolate;Dark chocolate Rg;Hot chocolate
1;17;4;2023/06/11;202306;Sun;EVENING;MEDUIM;Astoria;Coffee;Latte Rg;Barista Espresso
3;6,4;8;2023/06/11;202306;Sun;EVENING;LOW;Astoria;Flavours;Carmel syrup;Regular syrup
2;22,5;6;2023/06/11;202306;Sun;EVENING;MEDUIM;Astoria;Coffee;Cappuccino;Barista Espresso
3;6,4;8;2023/06/11;202306;Sun;EVENING;LOW;Astoria;Flavours;Sugar Free Vanilla syrup;Sugar free syrup
2;16;8;2023/06/11;202306;Sun;EVENING;MEDUIM;Hell's Kitchen;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee
2;12;6;2023/06/11;202306;Sun;EVENING;MEDUIM;Astoria;Coffee;Our Old Time Diner Blend Sm;Drip coffee
3;17,6;8;2023/06/11;202306;Sun;EVENING;MEDUIM;Hell's Kitchen;Coffee;Ethiopia Sm;Gourmet brewed coffee
3;21;6;2023/06/11;202306;Sun;EVENING;MEDUIM;Hell's Kitchen;Bakery;Ginger Biscotti;Biscotti
1;7;2;2023/06/11;202306;Sun;EVENING;LOW;Astoria;Bakery;Croissant;Pastry
1;7,5;2;2023/06/11;202306;Sun;EVENING;LOW;Hell's Kitchen;Drinking Chocolate;Sustainably Grown Organic Rg;Hot chocolate
1;5,1;2;2023/06/11;202306;Sun;EVENING;LOW;Astoria;Tea;Spicy Eye Opener Chai Rg;Brewed Chai tea
2;12;4;2023/06/11;202306;Sun;EVENING;MEDUIM;Hell's Kitchen;Coffee;Ouro Brasileiro shot;Barista Espresso
1;6;2;2023/06/11;202306;Sun;EVENING;LOW;Lower Manhattan;Tea;Peppermint Lg;Brewed herbal tea
1;12;4;2023/06/11;202306;Sun;EVENING;MEDUIM;Astoria;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee
1;15,2;2;2023/06/11;202306;Sun;EVENING;MEDUIM;Astoria;Packaged Chocolate;Sustainably Grown Organic;Organic Chocolate
1;5;2;2023/06/11;202306;Sun;EVENING;LOW;Astoria;Tea;Earl Grey Rg;Brewed Black tea
3;20,4;8;2023/06/11;202306;Sun;EVENING;MEDUIM;Hell's Kitchen;Tea;Spicy Eye Opener Chai Rg;Brewed Chai tea
1;5;2;2023/06/11;202306;Sun;EVENING;LOW;Lower Manhattan;Tea;Serenity Green Tea Rg;Brewed Green tea
1;7;2;2023/06/11;202306;Sun;EVENING;LOW;Lower Manhattan;Bakery;Ginger Biscotti;Biscotti
2;18;6;2023/06/11;202306;Sun;EVENING;MEDUIM;Astoria;Tea;Peppermint Lg;Brewed herbal tea
1;15,2;2;2023/06/11;202306;Sun;EVENING;MEDUIM;Hell's Kitchen;Packaged Chocolate;Sustainably Grown Organic;Organic Chocolate
2;10;4;2023/06/11;202306;Sun;EVENING;LOW;Hell's Kitchen;Tea;Peppermint Rg;Brewed herbal tea
1;6;2;2023/06/11;202306;Sun;EVENING;LOW;Hell's Kitchen;Tea;Lemon Grass Lg;Brewed herbal tea
1;12;4;2023/06/11;202306;Sun;EVENING;MEDUIM;Astoria;Coffee;Our Old Time Diner Blend Lg;Drip coffee
2;4,8;6;2023/06/11;202306;Sun;EVENING;LOW;Astoria;Flavours;Chocolate syrup;Regular syrup
1;4;2;2023/06/11;202306;Sun;EVENING;LOW;Lower Manhattan;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee
2;38;8;2023/06/11;202306;Sun;EVENING;MEDUIM;Astoria;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate
1;4;2;2023/06/11;202306;Sun;EVENING;LOW;Lower Manhattan;Coffee;Our Old Time Diner Blend Sm;Drip coffee
2;20;8;2023/06/11;202306;Sun;EVENING;MEDUIM;Hell's Kitchen;Tea;Earl Grey Rg;Brewed Black tea
1;12;4;2023/06/11;202306;Sun;EVENING;MEDUIM;Astoria;Tea;Lemon Grass Lg;Brewed herbal tea
2;24,8;8;2023/06/11;202306;Sun;EVENING;MEDUIM;Astoria;Coffee;Jamaican Coffee River Rg;Premium brewed coffee
1;7,5;2;2023/06/11;202306;Sun;EVENING;LOW;Astoria;Bakery;Almond Croissant;Pastry
1;10;4;2023/06/11;202306;Sun;EVENING;LOW;Astoria;Tea;Morning Sunrise Chai Rg;Brewed Chai tea
2;18;6;2023/06/11;202306;Sun;EVENING;MEDUIM;Lower Manhattan;Tea;Earl Grey Lg;Brewed Black tea
1;6;2;2023/06/11;202306;Sun;EVENING;LOW;Lower Manhattan;Coffee;Brazilian Rg;Organic brewed coffee
1;7;2;2023/06/11;202306;Sun;EVENING;LOW;Astoria;Coffee;Brazilian Lg;Organic brewed coffee
2;18;6;2023/06/11;202306;Sun;EVENING;MEDUIM;Astoria;Tea;Earl Grey Lg;Brewed Black tea
1;15;4;2023/06/11;202306;Sun;EVENING;MEDUIM;Lower Manhattan;Coffee;Jamaican Coffee River Lg;Premium brewed coffee
1;9;2;2023/06/11;202306;Sun;EVENING;LOW;Lower Manhattan;Bakery;Scottish Cream Scone ;Scone
2;12;4;2023/06/11;202306;Sun;EVENING;MEDUIM;Hell's Kitchen;Coffee;Espresso shot;Barista Espresso
1;3,2;4;2023/06/11;202306;Sun;EVENING;LOW;Hell's Kitchen;Flavours;Chocolate syrup;Regular syrup
1;17;4;2023/06/11;202306;Sun;EVENING;MEDUIM;Astoria;Coffee;Cappuccino Lg;Barista Espresso
1;6;2;2023/06/11;202306;Sun;EVENING;LOW;Lower Manhattan;Coffee;Espresso shot;Barista Espresso
1;12,4;4;2023/06/11;202306;Sun;EVENING;MEDUIM;Lower Manhattan;Coffee;Jamaican Coffee River Rg;Premium brewed coffee
1;10;4;2023/06/11;202306;Sun;EVENING;LOW;Lower Manhattan;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee
2;13;4;2023/06/11;202306;Sun;EVENING;MEDUIM;Hell's Kitchen;Bakery;Cranberry Scone;Scone
1;6;2;2023/06/11;202306;Sun;EVENING;LOW;Hell's Kitchen;Tea;Serenity Green Tea Lg;Brewed Green tea
1;8,8;4;2023/06/11;202306;Sun;EVENING;LOW;Hell's Kitchen;Coffee;Brazilian Sm;Organic brewed coffee
1;7,5;2;2023/06/11;202306;Sun;EVENING;LOW;Lower Manhattan;Bakery;Jumbo Savory Scone;Scone
1;24;2;2023/06/11;202306;Sun;EVENING;MEDUIM;Astoria;Branded;I Need My Bean! Diner mug;Housewares
4;30;10;2023/06/11;202306;Sun;EVENING;MEDUIM;Astoria;Tea;English Breakfast Lg;Brewed Black tea
2;8;4;2023/06/11;202306;Sun;EVENING;LOW;Hell's Kitchen;Coffee;Our Old Time Diner Blend Sm;Drip coffee
1;5;2;2023/06/11;202306;Sun;EVENING;LOW;Lower Manhattan;Tea;Traditional Blend Chai Rg;Brewed Chai tea
1;10;4;2023/06/11;202306;Sun;EVENING;LOW;Astoria;Tea;English Breakfast Rg;Brewed Black tea
